,subj_idx,source,target,variable,value
0,1,No_Ref,Self_Ref,RT,0.040488901124532774
1,2,No_Ref,Self_Ref,RT,0.026082532174785435
2,3,No_Ref,Self_Ref,RT,0.04153392889079414
3,4,No_Ref,Self_Ref,RT,0.012493087211927578
4,5,No_Ref,Self_Ref,RT,0.04298454543023675
5,6,No_Ref,Self_Ref,RT,0.030907575216844896
6,7,No_Ref,Self_Ref,RT,0.05776465451268971
7,8,No_Ref,Self_Ref,RT,0.05473825022703147
8,9,No_Ref,Self_Ref,RT,0.0015109895906548737
9,10,No_Ref,Self_Ref,RT,0.020222635744331478
10,11,No_Ref,Self_Ref,RT,0.00856970466968061
11,12,No_Ref,Self_Ref,RT,0.038263442842806986
12,13,No_Ref,Self_Ref,RT,-0.02551818849261358
13,14,No_Ref,Self_Ref,RT,0.043761520300944975
14,15,No_Ref,Self_Ref,RT,0.02922797467671647
15,16,No_Ref,Self_Ref,RT,0.0017135006328323349
16,17,No_Ref,Self_Ref,RT,0.04427271384808878
17,18,No_Ref,Self_Ref,RT,0.019643274067281762
18,19,No_Ref,Self_Ref,RT,0.053151045815406084
19,20,No_Ref,Self_Ref,RT,0.0023177609652760304
20,21,No_Ref,Self_Ref,RT,0.03973071026251122
21,22,No_Ref,Self_Ref,RT,0.01970296790812395
22,23,No_Ref,Self_Ref,RT,0.02694003146069827
23,24,No_Ref,Self_Ref,RT,0.0067846094442467145
24,25,No_Ref,Self_Ref,RT,0.03779973122969983
25,26,No_Ref,Self_Ref,RT,0.03357800695140503
26,27,No_Ref,Self_Ref,RT,0.046336523648812716
27,28,No_Ref,Self_Ref,RT,0.02019314904952284
28,29,No_Ref,Self_Ref,RT,-0.0022549597966539992
29,30,No_Ref,Self_Ref,RT,0.0069516894498352355
30,31,No_Ref,Self_Ref,RT,0.008286272265227324
31,32,No_Ref,Self_Ref,RT,7.412210922274897e-05
32,33,No_Ref,Self_Ref,RT,0.07893349228361254
33,34,No_Ref,Self_Ref,RT,0.03915547967867835
34,35,No_Ref,Self_Ref,RT,0.02120108835045484
35,36,No_Ref,Self_Ref,RT,-0.009440712374342037
36,37,No_Ref,Self_Ref,RT,-0.028130630563412844
37,38,No_Ref,Self_Ref,RT,-0.006255520815154206
38,39,No_Ref,Self_Ref,RT,0.002328649564374602
39,40,No_Ref,Self_Ref,RT,-0.017223169046901597
40,41,No_Ref,Self_Ref,RT,-0.01294062751736567
41,42,No_Ref,Self_Ref,RT,0.07425818053191371
42,43,No_Ref,Self_Ref,RT,0.017842948419130998
43,44,No_Ref,Self_Ref,RT,0.016351208471200588
44,45,No_Ref,Self_Ref,RT,0.02264878573245253
45,46,No_Ref,Self_Ref,RT,0.004117436157601259
46,47,No_Ref,Self_Ref,RT,-0.0018031077917428002
47,48,No_Ref,Self_Ref,RT,-0.014321345134798824
48,49,No_Ref,Self_Ref,RT,-0.007984585285925262
49,50,No_Ref,Self_Ref,RT,-0.01713312541626472
50,51,No_Ref,Self_Ref,RT,0.03033829181399139
51,52,No_Ref,Self_Ref,RT,-0.014546202224397179
52,53,No_Ref,Self_Ref,RT,-0.008136929865649364
53,54,No_Ref,Self_Ref,RT,0.011525901018898272
54,55,No_Ref,Self_Ref,RT,-0.0027664225944042387
55,56,No_Ref,Self_Ref,RT,0.028273997869443936
56,57,No_Ref,Self_Ref,RT,-0.002375318510925287
57,58,No_Ref,Self_Ref,RT,0.004610794751271482
58,59,No_Ref,Self_Ref,RT,-0.003560723590138487
59,60,No_Ref,Self_Ref,RT,0.007332266860368988
60,61,No_Ref,Self_Ref,RT,-0.0034866409959127763
61,62,No_Ref,Self_Ref,RT,-0.008195472862594377
62,63,No_Ref,Self_Ref,RT,0.04900661746455424
63,64,No_Ref,Self_Ref,RT,-0.00987456267372348
64,65,No_Ref,Self_Ref,RT,-0.004982350633278165
65,66,No_Ref,Self_Ref,RT,-0.013081710158271729
66,67,No_Ref,Self_Ref,RT,0.0014571145494616411
67,68,No_Ref,Self_Ref,RT,0.019745375135098064
68,69,No_Ref,Self_Ref,RT,0.004860547052496267
69,70,No_Ref,Self_Ref,RT,-0.010294565070958295
70,71,No_Ref,Self_Ref,RT,-0.011476096894033455
71,72,No_Ref,Self_Ref,RT,-0.00989309573868398
72,73,No_Ref,Self_Ref,RT,0.004936034864103972
73,74,No_Ref,Self_Ref,RT,-0.0010474866097400781
74,75,No_Ref,Self_Ref,RT,-0.023310156757725277
75,76,No_Ref,Self_Ref,RT,-0.0066028528291769166
76,77,No_Ref,Self_Ref,RT,0.018505908845442752
77,78,No_Ref,Self_Ref,RT,0.037434289646389826
78,79,No_Ref,Self_Ref,RT,0.025718187527953195
79,80,No_Ref,Self_Ref,RT,-0.007853042106922
80,81,No_Ref,Self_Ref,RT,0.01088614053283885
81,82,No_Ref,Self_Ref,RT,0.003893507955379577
82,83,No_Ref,Self_Ref,RT,-0.014582216122348616
83,84,No_Ref,Self_Ref,RT,0.030404054460066065
84,85,No_Ref,Self_Ref,RT,-0.006364880909070103
85,86,No_Ref,Self_Ref,RT,-0.012349232436732954
86,87,No_Ref,Self_Ref,RT,0.01261776655595052
87,88,No_Ref,Self_Ref,RT,0.014689520557903773
88,89,No_Ref,Self_Ref,RT,-0.009963966941961283
89,90,No_Ref,Self_Ref,RT,-0.004752410313745422
90,91,No_Ref,Self_Ref,RT,0.0019334196586607872
91,92,No_Ref,Self_Ref,RT,-0.008935061730413706
92,93,No_Ref,Self_Ref,RT,-0.005588231805155936
93,94,No_Ref,Self_Ref,RT,-0.017168967937430217
94,95,No_Ref,Self_Ref,RT,0.016611763179142182
95,96,No_Ref,Self_Ref,RT,0.04291041502315366
96,97,No_Ref,Self_Ref,RT,-0.059172489824150284
97,98,No_Ref,Self_Ref,RT,0.05603925647349778
98,99,No_Ref,Self_Ref,RT,0.10815489140087897
99,100,No_Ref,Self_Ref,RT,0.05187836094705591
100,101,No_Ref,Self_Ref,RT,-0.00024229781529296057
101,102,No_Ref,Self_Ref,RT,0.0722112324993141
102,103,No_Ref,Self_Ref,RT,0.04278021467141815
103,104,No_Ref,Self_Ref,RT,-0.042213181530163305
104,105,No_Ref,Self_Ref,RT,0.029824345822934372
105,106,No_Ref,Self_Ref,RT,0.038176082655907204
106,107,No_Ref,Self_Ref,RT,0.028233133550244503
107,108,No_Ref,Self_Ref,RT,0.030767296279278454
108,109,No_Ref,Self_Ref,RT,-0.025636258460283314
109,110,No_Ref,Self_Ref,RT,-0.03733446897155971
110,111,No_Ref,Self_Ref,RT,0.0993014456538929
111,112,No_Ref,Self_Ref,RT,0.04288752265977532
112,113,No_Ref,Self_Ref,RT,0.04470072728949282
113,114,No_Ref,Self_Ref,RT,0.0647774467745813
114,115,No_Ref,Self_Ref,RT,-0.050088301900527765
115,116,No_Ref,Self_Ref,RT,-0.056843669480895254
116,117,No_Ref,Self_Ref,RT,0.109809109446199
117,118,No_Ref,Self_Ref,RT,-0.025294682637322846
118,119,No_Ref,Self_Ref,RT,-0.01528156299140819
119,120,No_Ref,Self_Ref,RT,0.03624167995538481
120,121,No_Ref,Self_Ref,RT,-0.006508854909139225
121,122,No_Ref,Self_Ref,RT,-0.024407903478203787
122,123,No_Ref,Self_Ref,RT,-0.00366464534162666
123,124,No_Ref,Self_Ref,RT,-0.05900369649192305
124,125,No_Ref,Self_Ref,RT,0.027258618554529906
125,126,No_Ref,Self_Ref,RT,0.016796003147237774
126,127,No_Ref,Self_Ref,RT,0.005395022946688524
127,128,No_Ref,Self_Ref,RT,0.016005525997418342
128,129,No_Ref,Self_Ref,RT,0.09445834256468955
129,130,No_Ref,Self_Ref,RT,-0.015251569826358677
130,131,No_Ref,Self_Ref,RT,0.006776924132951795
131,132,No_Ref,Self_Ref,RT,-0.02561594097579082
132,133,No_Ref,Self_Ref,RT,0.00900170824228618
133,134,No_Ref,Self_Ref,RT,0.03322036234029918
134,135,No_Ref,Self_Ref,RT,-0.02050916469907488
135,136,No_Ref,Self_Ref,RT,0.08110651032566239
136,137,No_Ref,Self_Ref,RT,-0.022384338736782788
137,138,No_Ref,Self_Ref,RT,0.015687973275458005
138,139,No_Ref,Self_Ref,RT,-0.003778251944599276
139,140,No_Ref,Self_Ref,RT,0.0388074516607974
140,141,No_Ref,Self_Ref,RT,0.04723076505202956
141,142,No_Ref,Self_Ref,RT,0.03829814918912808
142,143,No_Ref,Self_Ref,RT,0.027186522968446692
143,144,No_Ref,Self_Ref,RT,0.08554347131163892
144,145,No_Ref,Self_Ref,RT,-0.008049895990793653
145,146,No_Ref,Self_Ref,RT,0.013056947956557393
146,147,No_Ref,Self_Ref,RT,-0.0005872536989332156
147,148,No_Ref,Self_Ref,RT,0.07007199189691067
148,149,No_Ref,Self_Ref,RT,0.020725111137843914
149,150,No_Ref,Self_Ref,RT,0.034180521192582615
150,151,No_Ref,Self_Ref,RT,-0.010460788217553873
151,152,No_Ref,Self_Ref,RT,0.05147036325282537
152,153,No_Ref,Self_Ref,RT,0.016717243749039254
153,154,No_Ref,Self_Ref,RT,-0.028928207334270394
154,155,No_Ref,Self_Ref,RT,0.021339326910009927
155,156,No_Ref,Self_Ref,RT,0.025950234389115957
156,157,No_Ref,Self_Ref,RT,0.04253457491450951
157,158,No_Ref,Self_Ref,RT,0.03632002386882176
158,159,No_Ref,Self_Ref,RT,-0.004225510309951858
159,160,No_Ref,Self_Ref,RT,-0.007270248528697657
160,161,No_Ref,Self_Ref,RT,0.04109140110110284
161,162,No_Ref,Self_Ref,RT,0.1468039197803221
162,163,No_Ref,Self_Ref,RT,0.049705239937069094
163,164,No_Ref,Self_Ref,RT,0.0950504448538674
164,165,No_Ref,Self_Ref,RT,0.022252046624386575
165,166,No_Ref,Self_Ref,RT,0.044925916999114746
166,167,No_Ref,Self_Ref,RT,0.02713360296919577
167,168,No_Ref,Self_Ref,RT,0.027976076533154058
168,169,No_Ref,Self_Ref,RT,-0.0013801705420246168
169,170,No_Ref,Self_Ref,RT,0.08199735688853824
170,171,No_Ref,Self_Ref,RT,0.040149502252511036
