,subID,score,source,target
0,1001,0.6318770312843749,No_Ref,No_Ref
1,1002,0.6005717182938581,No_Ref,No_Ref
2,1003,0.5740233642865997,No_Ref,No_Ref
3,1004,0.5246013825618108,No_Ref,No_Ref
4,1005,0.6562462400697695,No_Ref,No_Ref
5,1006,0.44364924165283703,No_Ref,No_Ref
6,1007,0.5992554332642575,No_Ref,No_Ref
7,1008,0.4163545763838327,No_Ref,No_Ref
8,1009,0.46693847980201014,No_Ref,No_Ref
9,1010,0.4802532439117026,No_Ref,No_Ref
10,1012,0.4586481227106227,No_Ref,No_Ref
11,1013,0.5592387177198496,No_Ref,No_Ref
12,1014,0.498377387271866,No_Ref,No_Ref
13,1015,0.43792280969624514,No_Ref,No_Ref
14,1016,0.6507754486076591,No_Ref,No_Ref
15,1017,0.5964728162313265,No_Ref,No_Ref
16,1019,0.49093735318487514,No_Ref,No_Ref
17,1021,0.4269767111654528,No_Ref,No_Ref
18,1022,0.6343278249967765,No_Ref,No_Ref
19,1023,0.5399422648085215,No_Ref,No_Ref
20,1024,0.5871931535264051,No_Ref,No_Ref
21,1025,0.5247320585550984,No_Ref,No_Ref
22,1026,0.4649159070742921,No_Ref,No_Ref
23,1027,0.523773071963982,No_Ref,No_Ref
24,1028,0.5490100084007912,No_Ref,No_Ref
25,1029,0.5126653739082786,No_Ref,No_Ref
26,1030,0.49715929320780655,No_Ref,No_Ref
27,1031,0.6447992783122709,No_Ref,No_Ref
28,1032,0.5939199218438785,No_Ref,No_Ref
29,1033,0.4557368287583797,No_Ref,No_Ref
30,1034,0.49973628485809646,No_Ref,No_Ref
31,1035,0.5006769668470844,No_Ref,No_Ref
32,1036,0.49538757573638476,No_Ref,No_Ref
33,1037,0.5223209626630679,No_Ref,No_Ref
34,1038,0.464333715699297,No_Ref,No_Ref
35,1050,0.489365655496283,No_Ref,No_Ref
36,1051,0.5260347368173772,No_Ref,No_Ref
37,1054,0.5927063721905595,No_Ref,No_Ref
38,1055,0.4540037706544752,No_Ref,No_Ref
39,1061,0.5619757451523474,No_Ref,No_Ref
40,1062,0.4598706363626445,No_Ref,No_Ref
41,1063,0.5764619950832383,No_Ref,No_Ref
42,1064,0.4283684137615987,No_Ref,No_Ref
43,1067,0.5160307846096007,No_Ref,No_Ref
44,1068,0.5290122910989289,No_Ref,No_Ref
45,1069,0.504892861884006,No_Ref,No_Ref
46,1070,0.49288325930999993,No_Ref,No_Ref
47,1071,0.5849986001949944,No_Ref,No_Ref
48,1072,0.577286633476715,No_Ref,No_Ref
49,1074,0.6195749896516763,No_Ref,No_Ref
50,1075,0.5874856581530499,No_Ref,No_Ref
51,1101,0.5694881320766422,No_Ref,No_Ref
52,1102,0.5731739590684546,No_Ref,No_Ref
53,1103,0.487267947593032,No_Ref,No_Ref
54,1104,0.5114445066863347,No_Ref,No_Ref
55,1106,0.561737837328069,No_Ref,No_Ref
56,1107,0.5924849832067552,No_Ref,No_Ref
57,1108,0.48983021786889186,No_Ref,No_Ref
58,1113,0.6080744119277189,No_Ref,No_Ref
59,1114,0.6033007967705292,No_Ref,No_Ref
60,1115,0.5473952333114163,No_Ref,No_Ref
61,1117,0.503629146956584,No_Ref,No_Ref
62,1118,0.5474758535164287,No_Ref,No_Ref
63,1121,0.5714243504019626,No_Ref,No_Ref
64,1123,0.5310091574574909,No_Ref,No_Ref
65,1124,0.6173697347889355,No_Ref,No_Ref
66,1125,0.5905889703726671,No_Ref,No_Ref
67,1127,0.5017755632732047,No_Ref,No_Ref
68,1129,0.496290026989669,No_Ref,No_Ref
69,1130,0.4982229480051874,No_Ref,No_Ref
70,1131,0.5730439108405632,No_Ref,No_Ref
71,1132,0.5407633668643016,No_Ref,No_Ref
72,1134,0.48144402857944524,No_Ref,No_Ref
73,1135,0.567625541546669,No_Ref,No_Ref
74,1136,0.5773713097347675,No_Ref,No_Ref
75,1137,0.5970686371906748,No_Ref,No_Ref
76,1138,0.5458463284884995,No_Ref,No_Ref
77,1139,0.5410921892752116,No_Ref,No_Ref
78,1141,0.5245481114485345,No_Ref,No_Ref
79,1143,0.5546738844497058,No_Ref,No_Ref
80,1144,0.4676875635513606,No_Ref,No_Ref
81,1148,0.5471245510545713,No_Ref,No_Ref
82,1149,0.5112671166700574,No_Ref,No_Ref
83,1150,0.5552167698960903,No_Ref,No_Ref
84,1152,0.4940504535398847,No_Ref,No_Ref
85,1153,0.6085099406547457,No_Ref,No_Ref
86,1155,0.5316808262526799,No_Ref,No_Ref
87,1156,0.5149193353219103,No_Ref,No_Ref
88,1157,0.5209877417903733,No_Ref,No_Ref
89,1160,0.5050670284672767,No_Ref,No_Ref
90,1161,0.5591395654929637,No_Ref,No_Ref
