,subID,score,source,target
0,1001,0.6277409855694551,No_Ref,No_Ref
1,1002,0.5868715803759398,No_Ref,No_Ref
2,1003,0.5645307058733707,No_Ref,No_Ref
3,1004,0.5199703983041977,No_Ref,No_Ref
4,1005,0.6259998480586716,No_Ref,No_Ref
5,1006,0.48552765647831264,No_Ref,No_Ref
6,1007,0.5916302394877125,No_Ref,No_Ref
7,1008,0.43596566266184283,No_Ref,No_Ref
8,1009,0.48705273654372777,No_Ref,No_Ref
9,1010,0.48925770739064095,No_Ref,No_Ref
10,1012,0.46956082112332115,No_Ref,No_Ref
11,1013,0.5415929720182485,No_Ref,No_Ref
12,1014,0.5250140718923751,No_Ref,No_Ref
13,1015,0.42291853596184065,No_Ref,No_Ref
14,1016,0.6482812711188605,No_Ref,No_Ref
15,1017,0.6098089480146984,No_Ref,No_Ref
16,1019,0.49559231579220525,No_Ref,No_Ref
17,1021,0.4317129707950164,No_Ref,No_Ref
18,1022,0.6283631529834085,No_Ref,No_Ref
19,1023,0.5471792396164591,No_Ref,No_Ref
20,1024,0.5722729494446728,No_Ref,No_Ref
21,1025,0.5285330791120818,No_Ref,No_Ref
22,1026,0.4768072248662311,No_Ref,No_Ref
23,1027,0.5823348137708615,No_Ref,No_Ref
24,1028,0.521877915650642,No_Ref,No_Ref
25,1029,0.5119833331657061,No_Ref,No_Ref
26,1030,0.4942674565914003,No_Ref,No_Ref
27,1031,0.6513205823778354,No_Ref,No_Ref
28,1032,0.6236822118368804,No_Ref,No_Ref
29,1033,0.4664133021129448,No_Ref,No_Ref
30,1034,0.5237251115345767,No_Ref,No_Ref
31,1035,0.5392629155362894,No_Ref,No_Ref
32,1036,0.49581096453144596,No_Ref,No_Ref
33,1037,0.5074545659019344,No_Ref,No_Ref
34,1038,0.4692501300583356,No_Ref,No_Ref
35,1050,0.4893587589717791,No_Ref,No_Ref
36,1051,0.5249944247446726,No_Ref,No_Ref
37,1054,0.5790397695445809,No_Ref,No_Ref
38,1055,0.4553180524719611,No_Ref,No_Ref
39,1061,0.5689622939166618,No_Ref,No_Ref
40,1062,0.45066075040856296,No_Ref,No_Ref
41,1063,0.570500483799433,No_Ref,No_Ref
42,1064,0.43617538647599224,No_Ref,No_Ref
43,1067,0.5472992116186507,No_Ref,No_Ref
44,1068,0.5320037121174335,No_Ref,No_Ref
45,1069,0.5063735716242971,No_Ref,No_Ref
46,1070,0.4887681280707472,No_Ref,No_Ref
47,1071,0.581432211638582,No_Ref,No_Ref
48,1072,0.5765035274685603,No_Ref,No_Ref
49,1074,0.6056315885526232,No_Ref,No_Ref
50,1075,0.5872842728817816,No_Ref,No_Ref
51,1101,0.5456425042337372,No_Ref,No_Ref
52,1102,0.6104997526127518,No_Ref,No_Ref
53,1103,0.4852555402225171,No_Ref,No_Ref
54,1104,0.5675341847685541,No_Ref,No_Ref
55,1106,0.5556049855971215,No_Ref,No_Ref
56,1107,0.5898543417742165,No_Ref,No_Ref
57,1108,0.5030641396663497,No_Ref,No_Ref
58,1113,0.6165998372631681,No_Ref,No_Ref
59,1114,0.5914853211709751,No_Ref,No_Ref
60,1115,0.5375649047180658,No_Ref,No_Ref
61,1117,0.5088674373756921,No_Ref,No_Ref
62,1118,0.5230455690426717,No_Ref,No_Ref
63,1121,0.5571357896030024,No_Ref,No_Ref
64,1123,0.5204174200011685,No_Ref,No_Ref
65,1124,0.6258238251850995,No_Ref,No_Ref
66,1125,0.6056555411955198,No_Ref,No_Ref
67,1127,0.4942296893358214,No_Ref,No_Ref
68,1129,0.5046700655719096,No_Ref,No_Ref
69,1130,0.4977109561333866,No_Ref,No_Ref
70,1131,0.5602862752712726,No_Ref,No_Ref
71,1132,0.5415833625295351,No_Ref,No_Ref
72,1134,0.4789012395783229,No_Ref,No_Ref
73,1135,0.5718897832193277,No_Ref,No_Ref
74,1136,0.5771040075360322,No_Ref,No_Ref
75,1137,0.5801780568921615,No_Ref,No_Ref
76,1138,0.5223648730977793,No_Ref,No_Ref
77,1139,0.5327026259474038,No_Ref,No_Ref
78,1141,0.5259562250348206,No_Ref,No_Ref
79,1143,0.5350961992658253,No_Ref,No_Ref
80,1144,0.44396164423737156,No_Ref,No_Ref
81,1148,0.5468221623140487,No_Ref,No_Ref
82,1149,0.5093061138754872,No_Ref,No_Ref
83,1150,0.5689906042730166,No_Ref,No_Ref
84,1152,0.49330294917058737,No_Ref,No_Ref
85,1153,0.6071165144541592,No_Ref,No_Ref
86,1155,0.5155466959108103,No_Ref,No_Ref
87,1156,0.5104237488074505,No_Ref,No_Ref
88,1157,0.5202759784075573,No_Ref,No_Ref
89,1160,0.5012163874223786,No_Ref,No_Ref
90,1161,0.5515287833459527,No_Ref,No_Ref
91,1162,0.5715893002324628,No_Ref,No_Ref
92,1164,0.5389986934903622,No_Ref,No_Ref
93,1165,0.6149633908375808,No_Ref,No_Ref
94,1166,0.556768160766746,No_Ref,No_Ref
95,1168,0.49883151617374616,No_Ref,No_Ref
96,1169,0.5997162626299866,No_Ref,No_Ref
97,1170,0.5697849895128807,No_Ref,No_Ref
98,1172,0.5334307526509909,No_Ref,No_Ref
99,1173,0.5069677843272754,No_Ref,No_Ref
100,1174,0.5874307894830122,No_Ref,No_Ref
101,1176,0.5477059900786744,No_Ref,No_Ref
102,1177,0.5277247459216485,No_Ref,No_Ref
103,1215,0.4859788586865588,No_Ref,No_Ref
104,1216,0.5952884271751144,No_Ref,No_Ref
105,1217,0.5791600907861948,No_Ref,No_Ref
106,1218,0.4643593111622845,No_Ref,No_Ref
107,1219,0.4627371878468427,No_Ref,No_Ref
108,1220,0.6154937393533885,No_Ref,No_Ref
109,1221,0.5161010710382749,No_Ref,No_Ref
110,1222,0.4720897488687732,No_Ref,No_Ref
111,1223,0.5010217488983723,No_Ref,No_Ref
112,1224,0.4090623299082214,No_Ref,No_Ref
113,1225,0.4175440456690456,No_Ref,No_Ref
114,1226,0.5168660399687995,No_Ref,No_Ref
115,1227,0.4441833725536826,No_Ref,No_Ref
